Lead Number,TotalVisits,Total Time Spent on Website,time_decay,bounce_rate,Car,gender,city,sales_branch,policy_type,fuel_type,varient,PA,RA,claim_reasons,coverage,claim_amount,year,insurance_type
594222,2,37,133,0.82341181,Jeep,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,1945,2021,third_party_insurance
641410,0,0,112,0.401046382,TATA,Female,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,No,Collision,Premium,13514,2021,comprehensive_insurance
617307,6,128,86,0.452944657,Ford,Female,tier2,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,1258,2021,third_party_insurance
637178,0,0,20,0.084774514,Maruti,Male,tier3,App,CorporateAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,307,2020,third_party_insurance
636092,0,0,78,0.003067441,Maruti,Female,tier3,Web,CorporateAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,1126,2020,comprehensive_insurance
598068,0,0,154,0.060096389,TATA,Male,tier1,Call Center,CorporateAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,13952,2020,comprehensive_insurance
619766,2,516,48,0.251353275,TATA,Male,tier3,Web,CorporateAuto,Petrol,Basemodel,Yes,No,Scratch/Dent,Extended,3623,2018,comprehensive_insurance
618650,0,0,47,0.007257734,TATA,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,5211,2019,third_party_insurance
640446,5,1591,140,0.124867702,TATA,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,No,Collision,Premium,4310,2018,comprehensive_insurance
585357,5,392,186,0.261756136,Mahindra,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,21118,2018,comprehensive_insurance
644961,5,9,32,0.748085365,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,6991,2019,comprehensive_insurance
624348,0,0,89,0.006101832,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,No,Hail,Basic,3155,2020,third_party_insurance
579744,2,74,68,0.392131084,Jeep,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13202,2017,comprehensive_insurance
598098,2,1372,50,0.891126025,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,7665,2021,comprehensive_insurance
611064,14,1200,160,0.108474251,Maruti,Female,tier1,Web,PersonalAuto,Petrol,Topmodel,Yes,Yes,Collision,Premium,18868,2021,comprehensive_insurance
650892,18,59,156,0.08095441,Maruti,Female,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,21364,2017,comprehensive_insurance
622866,2,191,148,0.63855009,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,3179,2019,comprehensive_insurance
593953,3,1298,144,0.263063963,Hyundai,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,12659,2020,comprehensive_insurance
601038,0,0,29,0.003902676,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,12237,2017,comprehensive_insurance
615558,2,1683,65,0.248504309,TATA,Male,tier1,App,CorporateAuto,Diesel,Basemodel,No,No,Hail,Basic,5447,2019,third_party_insurance
638023,4,1410,142,0.448517048,Mahindra,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,3000,2020,comprehensive_insurance
595413,4,3,62,0.042813239,Jeep,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,16091,2021,comprehensive_insurance
595852,13,724,175,0.178132844,Maruti,Male,tier2,App,CorporateAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,16662,2019,comprehensive_insurance
618917,2,454,134,0.185898871,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,12585,2018,comprehensive_insurance
645825,0,0,171,0.204961066,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,9111,2017,comprehensive_insurance
652782,3,403,113,0.864065811,Maruti,Female,tier3,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,1009,2021,third_party_insurance
587378,3,1396,158,0.090887283,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11733,2017,comprehensive_insurance
628347,24,1500,10,0.157,Maruti,Female,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,9627,2017,comprehensive_insurance
592505,6,1104,74,0.122894137,TATA,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,4773,2021,comprehensive_insurance
592289,0,0,157,0.011415589,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,19050,2018,comprehensive_insurance
612980,6,246,102,0.120940739,Hyundai,Male,tier1,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8249,2021,comprehensive_insurance
583270,2,228,14,0.495,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,5622,2020,third_party_insurance
610757,2,53,14,0.580073013,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,14495,2017,comprehensive_insurance
581979,0,0,14,0.528847818,Maruti,Female,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,13075,2021,comprehensive_insurance
587094,6,147,91,0.157,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,690,2019,comprehensive_insurance
631408,0,0,49,0.31152286,TATA,Male,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Hail,Basic,6704,2017,third_party_insurance
595945,0,0,160,0.018273841,TATA,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,21063,2021,comprehensive_insurance
584023,2,269,136,0.750143065,Maruti,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13595,2019,comprehensive_insurance
600379,3,1405,116,0.907573893,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,6382,2020,comprehensive_insurance
597904,0,0,55,0.275368631,TATA,Male,tier3,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9186,2019,comprehensive_insurance
652531,1,94,146,0.452750673,Jeep,Male,tier3,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,1457,2017,comprehensive_insurance
636112,2,435,155,0.806359713,Ford,Female,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,8622,2018,comprehensive_insurance
600434,2,497,107,0.872359275,Hyundai,Female,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,4825,2021,comprehensive_insurance
659523,5,1110,28,0.157,TATA,Male,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3670,2020,comprehensive_insurance
600437,0,0,140,0.157,Hyundai,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,3726,2018,comprehensive_insurance
659057,5,232,158,0.454934531,Jeep,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,8716,2019,comprehensive_insurance
632876,5,579,150,0.18429064,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,5173,2017,comprehensive_insurance
587357,4,62,179,0.26305711,Ford,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8244,2020,comprehensive_insurance
654492,6,1779,49,0.225901731,TATA,Male,tier1,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,9192,2018,comprehensive_insurance
639245,3,684,155,0.083060257,Maruti,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,13212,2021,comprehensive_insurance
598165,2,1345,106,0.179718254,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,1390,2019,comprehensive_insurance
589996,2,994,30,0.056954833,TATA,Female,tier2,Call Center,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,14331,2018,comprehensive_insurance
585757,0,0,70,0.099180929,Hyundai,Male,tier2,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,214,2017,comprehensive_insurance
652707,5,285,185,0.182016827,Maruti,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,797,2021,comprehensive_insurance
641053,5,1885,177,0.088554289,Maruti,Female,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,8777,2020,comprehensive_insurance
585703,2,1157,100,0.197800067,Maruti,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,No,Collision,Premium,10298,2017,comprehensive_insurance
639391,0,0,98,0.296753308,Maruti,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,No,Hail,Basic,1538,2018,third_party_insurance
627366,2,717,183,0.015044397,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,4480,2017,third_party_insurance
619580,4,29,35,0.12865751,TATA,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Collision,Premium,3493,2020,comprehensive_insurance
593992,2,1265,120,0.172082026,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,No,Hail,Basic,5413,2021,third_party_insurance
636515,4,866,190,0.268286124,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,5921,2020,comprehensive_insurance
595952,5,1184,152,0.057036245,Maruti,Female,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Scratch/Dent,Extended,8531,2017,comprehensive_insurance
626887,0,0,14,0.070313561,TATA,Male,tier3,App,PersonalAuto,Petrol,Middlemodel,No,No,Collision,Premium,13058,2017,comprehensive_insurance
618807,3,381,57,0.222648762,TATA,Female,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,No,Collision,Premium,20996,2020,comprehensive_insurance
633027,0,0,128,0.060040692,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,2550,2019,comprehensive_insurance
599070,7,202,146,0.10732686,Jeep,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,7400,2017,comprehensive_insurance
656511,4,1226,83,0.125644287,Hyundai,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,4998,2017,third_party_insurance
607907,1,363,181,0.415503695,Ford,Male,tier1,Web,CorporateAuto,Diesel,Topmodel,Yes,Yes,Scratch/Dent,Extended,7219,2018,comprehensive_insurance
593891,5,1135,153,0.112623923,Hyundai,Female,tier2,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,7563,2017,comprehensive_insurance
629520,0,0,146,0.099805524,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9507,2020,comprehensive_insurance
591382,2,148,84,0.307492312,Mahindra,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,7824,2021,comprehensive_insurance
618896,2,63,64,0.311410198,Hyundai,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,1901,2020,comprehensive_insurance
628707,0,0,95,0.405274586,TATA,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,12670,2018,comprehensive_insurance
627139,2,305,152,0.708316219,Maruti,Female,tier2,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,12499,2018,comprehensive_insurance
654278,13,99,92,0.116965448,Hyundai,Female,tier2,App,PersonalAuto,Diesel,Middlemodel,Yes,No,Scratch/Dent,Extended,13829,2018,comprehensive_insurance
633105,0,0,80,0.184986487,Hyundai,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13860,2018,comprehensive_insurance
607964,4,308,177,0.454119987,Jeep,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,798,2020,comprehensive_insurance
597956,0,0,100,0.378586857,Jeep,Male,tier2,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,7268,2017,comprehensive_insurance
638885,2,281,175,0.347421903,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,18629,2020,comprehensive_insurance
589595,12,734,185,0.13043994,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Basemodel,No,No,Collision,Premium,21414,2017,comprehensive_insurance
660608,8,1351,109,0.215664581,TATA,Female,tier2,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,10349,2020,comprehensive_insurance
655949,3,98,158,0.421304282,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6019,2020,comprehensive_insurance
620905,2,115,47,0.30371937,TATA,Male,tier1,Web,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,13000,2018,comprehensive_insurance
599932,5,967,102,0.101634288,TATA,Female,tier3,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,15567,2020,comprehensive_insurance
601573,0,0,99,0.001845756,Ford,Female,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,No,Collision,Premium,12714,2017,comprehensive_insurance
587710,3,491,100,0.678947032,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Topmodel,Yes,Yes,Hail,Basic,4050,2020,third_party_insurance
597298,0,0,109,0.240096037,TATA,Female,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13886,2021,comprehensive_insurance
585830,3,1395,76,0.174179795,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,9258,2018,comprehensive_insurance
651582,5,1577,173,0.207213341,Hyundai,Female,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,7772,2018,comprehensive_insurance
592406,5,193,117,0.824183644,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,No,Collision,Premium,13425,2017,comprehensive_insurance
618747,5,1125,146,0.255550802,TATA,Male,tier2,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,10990,2019,comprehensive_insurance
592130,6,1522,176,0.253559791,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,9738,2020,comprehensive_insurance
596446,0,0,87,0.074584718,TATA,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,20146,2017,comprehensive_insurance
592343,10,1798,49,0.21531609,Hyundai,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8495,2017,comprehensive_insurance
588040,0,0,52,0.157,Hyundai,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,No,Scratch/Dent,Extended,3739,2020,comprehensive_insurance
588682,7,987,127,0.041280791,Hyundai,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,12486,2020,comprehensive_insurance
629524,0,0,54,0.19847619,Maruti,Male,tier3,Call Center,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9732,2017,comprehensive_insurance
623167,5,1455,186,0.157,Maruti,Male,tier3,Call Center,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,7399,2019,comprehensive_insurance
608251,2,39,56,0.268648032,Maruti,Male,tier2,App,CorporateAuto,Diesel,Middlemodel,No,Yes,Collision,Premium,8403,2020,comprehensive_insurance
606054,4,1559,11,0.037263753,TATA,Male,tier1,App,PersonalAuto,Diesel,Topmodel,Yes,Yes,Collision,Premium,19229,2020,comprehensive_insurance
585023,4,1674,31,0.125580777,TATA,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,4829,2019,third_party_insurance
619487,8,1138,51,0.182826369,TATA,Female,tier1,Web,PersonalAuto,Petrol,Basemodel,No,Yes,Scratch/Dent,Extended,12472,2017,comprehensive_insurance
638184,6,1134,161,0.129419864,Hyundai,Male,tier2,Call Center,PersonalAuto,Petrol,Basemodel,Yes,No,Collision,Premium,10181,2017,comprehensive_insurance
643101,4,1167,116,0.294621892,TATA,Female,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,10896,2021,comprehensive_insurance
590239,2,57,109,0.623264986,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,12466,2018,comprehensive_insurance
590295,3,317,91,0.366735014,TATA,Female,tier1,App,CorporateAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,13876,2018,comprehensive_insurance
656356,9,1289,128,0.254415391,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,32,2017,third_party_insurance
619683,0,0,47,0.210575394,Ford,Male,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Hail,Basic,326,2021,third_party_insurance
655256,0,0,85,0.087496317,Jeep,Male,tier2,App,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6799,2021,comprehensive_insurance
606821,3,264,24,0.562804732,Mahindra,Male,tier1,Call Center,CorporateAuto,Diesel,Topmodel,Yes,Yes,Hail,Basic,4889,2019,third_party_insurance
620704,5,1205,112,0.255497033,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,16384,2017,comprehensive_insurance
611277,2,1164,132,0.157,Hyundai,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,4649,2017,comprehensive_insurance
620918,14,1047,143,0.644705887,Hyundai,Female,tier2,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,3186,2021,comprehensive_insurance
621126,0,0,182,0.246135943,TATA,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Scratch/Dent,Extended,7228,2019,comprehensive_insurance
652852,4,1596,87,0.125934189,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6538,2017,comprehensive_insurance
640331,3,1730,136,0.428690771,Hyundai,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,1141,2020,comprehensive_insurance
648999,4,1394,116,0.057556789,Maruti,Female,tier1,Call Center,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,6781,2020,comprehensive_insurance
635351,5,1190,108,0.061998556,TATA,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,5419,2020,comprehensive_insurance
620055,0,0,68,0.40041877,Jeep,Male,tier3,App,CorporateAuto,Diesel,Basemodel,No,Yes,Collision,Premium,462,2018,comprehensive_insurance
639564,0,0,148,0.080646024,Hyundai,Female,tier3,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,875,2020,comprehensive_insurance
646558,6,298,171,0.157,TATA,Female,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,20496,2017,comprehensive_insurance
649359,2,76,155,0.356173483,Mahindra,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,18286,2018,comprehensive_insurance
640639,0,0,121,0.906287548,TATA,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,9686,2018,comprehensive_insurance
607902,14,143,10,0.574496305,Ford,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,No,Scratch/Dent,Extended,13618,2017,comprehensive_insurance
586836,9,767,125,0.020264913,Maruti,Male,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,13001,2019,comprehensive_insurance
600956,4,361,28,0.888743613,Ford,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,No,Yes,Scratch/Dent,Extended,4656,2017,comprehensive_insurance
615038,0,0,45,0.21742298,Jeep,Male,tier1,App,CorporateAuto,Diesel,Basemodel,No,Yes,Hail,Basic,4391,2017,third_party_insurance
608908,4,1446,44,0.18805371,TATA,Male,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,71,2019,comprehensive_insurance
634068,0,0,104,0.157,TATA,Female,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Collision,Premium,17340,2018,comprehensive_insurance
591333,8,55,116,0.682507688,Ford,Male,tier3,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,10133,2017,comprehensive_insurance
625581,3,365,77,0.436027567,TATA,Male,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,16909,2018,comprehensive_insurance
641424,4,355,110,0.414969664,Jeep,Female,tier1,Web,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,5556,2020,comprehensive_insurance
643278,0,0,168,0.059755819,Jeep,Male,tier1,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,1751,2018,comprehensive_insurance
631439,6,1162,140,0.050150335,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,153,2017,comprehensive_insurance
656682,0,0,94,0.170934092,Jeep,Male,tier1,Call Center,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,8638,2021,comprehensive_insurance
591543,6,139,168,0.48112993,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,10662,2021,comprehensive_insurance
596303,3,676,75,0.018686807,Maruti,Male,tier1,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,9279,2020,comprehensive_insurance
595881,0,0,169,0.157,Maruti,Male,tier1,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11963,2019,comprehensive_insurance
614506,3,89,34,0.027851812,TATA,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Hail,Basic,3484,2020,third_party_insurance
620376,2,683,132,0.067422451,Maruti,Male,tier1,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,6536,2017,comprehensive_insurance
605617,5,185,100,0.73693397,Jeep,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,10283,2019,comprehensive_insurance
598171,9,69,142,0.112564664,Mahindra,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,1481,2021,comprehensive_insurance
608239,0,0,46,0.29303158,TATA,Female,tier2,App,CorporateAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,15336,2020,comprehensive_insurance
659937,11,685,30,0.044428262,Maruti,Male,tier3,App,PersonalAuto,Diesel,Middlemodel,No,No,Scratch/Dent,Extended,5817,2017,comprehensive_insurance
610485,3,922,181,0.005704795,TATA,Male,tier1,App,CorporateAuto,Diesel,Middlemodel,Yes,Yes,Hail,Basic,814,2017,third_party_insurance
644885,2,1545,47,0.254960256,Maruti,Female,tier1,Web,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,13722,2021,comprehensive_insurance
628658,2,1238,150,0.114676492,TATA,Female,tier2,Call Center,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,8155,2020,comprehensive_insurance
651764,6,442,42,0.276070524,Maruti,Male,tier2,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Collision,Premium,1049,2017,comprehensive_insurance
609826,1,249,107,0.603926302,Jeep,Male,tier1,App,CorporateAuto,Petrol,Middlemodel,No,Yes,Collision,Premium,16473,2021,comprehensive_insurance
598742,3,1371,45,0.223452208,Maruti,Male,tier1,App,PersonalAuto,Petrol,Basemodel,No,No,Collision,Premium,7729,2021,comprehensive_insurance
599135,10,7,125,0.252170228,Mahindra,Female,tier2,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Hail,Basic,4838,2019,third_party_insurance
580442,0,0,161,0.906843849,Ford,Male,tier2,Call Center,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Hail,Basic,4954,2017,third_party_insurance
596485,5,29,130,0.348362484,Ford,Female,tier1,App,PersonalAuto,Petrol,Basemodel,No,Yes,Collision,Premium,3584,2019,comprehensive_insurance
588711,1,9,138,0.938863864,Ford,Female,tier1,App,PersonalAuto,Diesel,Basemodel,No,Yes,Collision,Premium,11523,2020,comprehensive_insurance
616003,4,874,11,0.195895282,TATA,Female,tier1,Web,CorporateAuto,Petrol,Topmodel,Yes,Yes,Hail,Basic,1238,2018,third_party_insurance
591979,2,233,172,0.365883311,Maruti,Female,tier1,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,426,2018,comprehensive_insurance
590341,4,1455,181,0.390497285,Ford,Male,tier1,Web,CorporateAuto,Diesel,Middlemodel,Yes,No,Hail,Basic,3678,2017,third_party_insurance
642522,1,1716,28,0.194917519,Maruti,Male,tier1,App,PersonalAuto,Diesel,Middlemodel,Yes,Yes,Scratch/Dent,Extended,4415,2019,comprehensive_insurance
610280,5,87,40,0.107937193,Mahindra,Male,tier1,Web,PersonalAuto,Petrol,Middlemodel,Yes,Yes,Scratch/Dent,Extended,11854,2018,comprehensive_insurance
639377,4,1052,110,0.168325337,Maruti,Male,tier2,App,PersonalAuto,Petrol,Basemodel,Yes,No,Hail,Basic,2924,2018,third_party_insurance
582567,0,0,67,0.185524942,Ford,Male,tier3,Web,PersonalAuto,Petrol,Basemodel,Yes,Yes,Scratch/Dent,Extended,859,2019,comprehensive_insurance
596860,2,418,155,0.066648292,TATA,Male,tier1,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,11562,2018,comprehensive_insurance
660458,6,1137,125,0.287384893,Maruti,Male,tier1,App,PersonalAuto,Petrol,Middlemodel,Yes,No,Collision,Premium,12088,2017,comprehensive_insurance
596193,3,206,87,0.033763831,Ford,Male,tier3,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,540,2017,comprehensive_insurance
586658,4,381,180,0.216242654,Hyundai,Male,tier3,Web,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,1851,2018,comprehensive_insurance
636979,2,305,23,0.495,Maruti,Male,tier2,App,PersonalAuto,Diesel,Basemodel,Yes,Yes,Collision,Premium,13920,2020,comprehensive_insurance
647256,1,239,158,0.327603513,Ford,Male,tier3,App,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,7289,2019,comprehensive_insurance
643496,3,1459,165,0.050876485,TATA,Male,tier1,Web,CorporateAuto,Diesel,Basemodel,Yes,Yes,Scratch/Dent,Extended,1405,2020,comprehensive_insurance
609135,4,296,90,0.324285407,Maruti,Male,tier2,Web,PersonalAuto,Diesel,Middlemodel,No,Yes,Scratch/Dent,Extended,10592,2017,comprehensive_insurance
